userName;score;content;Layanan;Fitur;Kebermanfaatan;Bisnis;Non Aspek;jumlah_aspek_disebut;casefolded;cleaned;tokens;filtered;normalized;stemmed;final_text
KARMAD ZAIN;1;"Saya kecewa dengan aplikasi bukalapak yang sekarang karena terdapat fitur ""zonk"" pada spin dan kalau top up lewat briva, tertulis sukses tapi saldonya tidak bertambah. Setiap dapat spin selalu zonk, kecewa deh, saya sudah selalu menyempatkan waktu untuk putar spin, tapi hasilnya selalu zonk. Customers service nya tidak dapat menyelesaikan masalah, akhirnya uang yang saya top up lewat briva, hilang dengan sia-sia. Nanti kalau uang saya sudah kembali, saya naikkan lagi bintangnya.";-1;-1;0;0;0;2;"saya kecewa dengan aplikasi bukalapak yang sekarang karena terdapat fitur ""zonk"" pada spin dan kalau top up lewat briva, tertulis sukses tapi saldonya tidak bertambah. setiap dapat spin selalu zonk, kecewa deh, saya sudah selalu menyempatkan waktu untuk putar spin, tapi hasilnya selalu zonk. customers service nya tidak dapat menyelesaikan masalah, akhirnya uang yang saya top up lewat briva, hilang dengan sia-sia. nanti kalau uang saya sudah kembali, saya naikkan lagi bintangnya.";saya kecewa dengan aplikasi bukalapak yang sekarang karena terdapat fitur zonk pada spin dan kalau top up lewat briva tertulis sukses tapi saldonya tidak bertambah setiap dapat spin selalu zonk kecewa deh saya sudah selalu menyempatkan waktu untuk putar spin tapi hasilnya selalu zonk customers service nya tidak dapat menyelesaikan masalah akhirnya uang yang saya top up lewat briva hilang dengan sia sia nanti kalau uang saya sudah kembali saya naikkan lagi bintangnya;['saya', 'kecewa', 'dengan', 'aplikasi', 'bukalapak', 'yang', 'sekarang', 'karena', 'terdapat', 'fitur', 'zonk', 'pada', 'spin', 'dan', 'kalau', 'top', 'up', 'lewat', 'briva', 'tertulis', 'sukses', 'tapi', 'saldonya', 'tidak', 'bertambah', 'setiap', 'dapat', 'spin', 'selalu', 'zonk', 'kecewa', 'deh', 'saya', 'sudah', 'selalu', 'menyempatkan', 'waktu', 'untuk', 'putar', 'spin', 'tapi', 'hasilnya', 'selalu', 'zonk', 'customers', 'service', 'nya', 'tidak', 'dapat', 'menyelesaikan', 'masalah', 'akhirnya', 'uang', 'yang', 'saya', 'top', 'up', 'lewat', 'briva', 'hilang', 'dengan', 'sia', 'sia', 'nanti', 'kalau', 'uang', 'saya', 'sudah', 'kembali', 'saya', 'naikkan', 'lagi', 'bintangnya'];['kecewa', 'aplikasi', 'bukalapak', 'fitur', 'zonk', 'spin', 'top', 'up', 'briva', 'tertulis', 'sukses', 'saldonya', 'bertambah', 'spin', 'zonk', 'kecewa', 'deh', 'menyempatkan', 'putar', 'spin', 'hasilnya', 'zonk', 'customers', 'service', 'nya', 'menyelesaikan', 'uang', 'top', 'up', 'briva', 'hilang', 'sia', 'sia', 'uang', 'naikkan', 'bintangnya'];['kecewa', 'aplikasi', 'bukalapak', 'fitur', 'zonk', 'spin', 'top', 'up', 'briva', 'tertulis', 'sukses', 'saldonya', 'bertambah', 'spin', 'zonk', 'kecewa', 'deh', 'menyempatkan', 'putar', 'spin', 'hasilnya', 'zonk', 'customers', 'service', 'nya', 'menyelesaikan', 'uang', 'top', 'up', 'briva', 'hilang', 'sia', 'sia', 'uang', 'naikkan', 'bintangnya'];['kecewa', 'aplikasi', 'bukalapak', 'fitur', 'zonk', 'spin', 'top', 'up', 'briva', 'tulis', 'sukses', 'saldo', 'tambah', 'spin', 'zonk', 'kecewa', 'deh', 'sempat', 'putar', 'spin', 'hasil', 'zonk', 'customers', 'service', 'nya', 'selesai', 'uang', 'top', 'up', 'briva', 'hilang', 'sia', 'sia', 'uang', 'naik', 'bintang'];kecewa aplikasi bukalapak fitur zonk spin top up briva tulis sukses saldo tambah spin zonk kecewa deh sempat putar spin hasil zonk customers service nya selesai uang top up briva hilang sia sia uang naik bintang
aji moh;5;Hallo saya muhyi dari program kartu prakerja. Aplikasi buka lapak sangat mudah d akses bagi para pemula, dan apabila menemukan kesulitan kita dapat mengatasinya melalui bukabantuan. Jadi tidak ada alasan untuk takut gagal respons dan lain sebagainya, semoga membantu. 🙏;0;0;1;0;0;1;hallo saya muhyi dari program kartu prakerja. aplikasi buka lapak sangat mudah d akses bagi para pemula, dan apabila menemukan kesulitan kita dapat mengatasinya melalui bukabantuan. jadi tidak ada alasan untuk takut gagal respons dan lain sebagainya, semoga membantu. 🙏;hallo saya muhyi dari program kartu prakerja aplikasi buka lapak sangat mudah d akses bagi para pemula dan apabila menemukan kesulitan kita dapat mengatasinya melalui bukabantuan jadi tidak ada alasan untuk takut gagal respons dan lain sebagainya semoga membantu;['hallo', 'saya', 'muhyi', 'dari', 'program', 'kartu', 'prakerja', 'aplikasi', 'buka', 'lapak', 'sangat', 'mudah', 'd', 'akses', 'bagi', 'para', 'pemula', 'dan', 'apabila', 'menemukan', 'kesulitan', 'kita', 'dapat', 'mengatasinya', 'melalui', 'bukabantuan', 'jadi', 'tidak', 'ada', 'alasan', 'untuk', 'takut', 'gagal', 'respons', 'dan', 'lain', 'sebagainya', 'semoga', 'membantu'];['hallo', 'muhyi', 'program', 'kartu', 'prakerja', 'aplikasi', 'buka', 'lapak', 'mudah', 'd', 'akses', 'pemula', 'menemukan', 'kesulitan', 'mengatasinya', 'bukabantuan', 'alasan', 'takut', 'gagal', 'respons', 'semoga', 'membantu'];['hallo', 'muhyi', 'program', 'kartu', 'prakerja', 'aplikasi', 'buka', 'lapak', 'mudah', 'd', 'akses', 'pemula', 'menemukan', 'kesulitan', 'mengatasinya', 'bukabantuan', 'alasan', 'takut', 'gagal', 'respons', 'semoga', 'membantu'];['hallo', 'muhyi', 'program', 'kartu', 'prakerja', 'aplikasi', 'buka', 'lapak', 'mudah', 'd', 'akses', 'mula', 'temu', 'sulit', 'atas', 'bukabantuan', 'alas', 'takut', 'gagal', 'respons', 'moga', 'bantu'];hallo muhyi program kartu prakerja aplikasi buka lapak mudah d akses mula temu sulit atas bukabantuan alas takut gagal respons moga bantu
Ediyanto Gouwijoyo;5;Sebelum sy TDK pernah belanja online.. bgtu pertama kali coba ternyata sesimpel itu cara belanja sekarang..sambil tiduran di kamar tengah malam pun bisa belanja ternyata 😂😂.. dengan Bukalapak Ternyata sangat mempermudah sekali mencari sesuatu yg kita perlukan.. Sangat membantu..luar biasa.. bikin ketagihan belanja..mo cari apaja skrg sll buka Account BL.. sukses buat BL👍👍👍;0;0;1;0;1;2;sebelum sy tdk pernah belanja online.. bgtu pertama kali coba ternyata sesimpel itu cara belanja sekarang..sambil tiduran di kamar tengah malam pun bisa belanja ternyata 😂😂.. dengan bukalapak ternyata sangat mempermudah sekali mencari sesuatu yg kita perlukan.. sangat membantu..luar biasa.. bikin ketagihan belanja..mo cari apaja skrg sll buka account bl.. sukses buat bl👍👍👍;sebelum sy tdk pernah belanja online bgtu pertama kali coba ternyata sesimpel itu cara belanja sekarang sambil tiduran di kamar tengah malam pun bisa belanja ternyata dengan bukalapak ternyata sangat mempermudah sekali mencari sesuatu yg kita perlukan sangat membantu luar biasa bikin ketagihan belanja mo cari apaja skrg sll buka account bl sukses buat bl;['sebelum', 'sy', 'tdk', 'pernah', 'belanja', 'online', 'bgtu', 'pertama', 'kali', 'coba', 'ternyata', 'sesimpel', 'itu', 'cara', 'belanja', 'sekarang', 'sambil', 'tiduran', 'di', 'kamar', 'tengah', 'malam', 'pun', 'bisa', 'belanja', 'ternyata', 'dengan', 'bukalapak', 'ternyata', 'sangat', 'mempermudah', 'sekali', 'mencari', 'sesuatu', 'yg', 'kita', 'perlukan', 'sangat', 'membantu', 'luar', 'biasa', 'bikin', 'ketagihan', 'belanja', 'mo', 'cari', 'apaja', 'skrg', 'sll', 'buka', 'account', 'bl', 'sukses', 'buat', 'bl'];['sy', 'tdk', 'belanja', 'online', 'bgtu', 'kali', 'coba', 'sesimpel', 'belanja', 'tiduran', 'kamar', 'malam', 'belanja', 'bukalapak', 'mempermudah', 'mencari', 'yg', 'perlukan', 'membantu', 'bikin', 'ketagihan', 'belanja', 'mo', 'cari', 'apaja', 'skrg', 'sll', 'buka', 'account', 'bl', 'sukses', 'bl'];['saya', 'tidak', 'belanja', 'online', 'begitu', 'kali', 'coba', 'sesimpel', 'belanja', 'tiduran', 'kamar', 'malam', 'belanja', 'bukalapak', 'mempermudah', 'mencari', 'yg', 'perlukan', 'membantu', 'membuat', 'ketagihan', 'belanja', 'mo', 'cari', 'apaja', 'skrg', 'sll', 'buka', 'account', 'bl', 'sukses', 'bl'];['saya', 'tidak', 'belanja', 'online', 'begitu', 'kali', 'coba', 'simpel', 'belanja', 'tidur', 'kamar', 'malam', 'belanja', 'bukalapak', 'mudah', 'cari', 'yg', 'perlu', 'bantu', 'buat', 'tagih', 'belanja', 'mo', 'cari', 'apaja', 'skrg', 'sll', 'buka', 'account', 'bl', 'sukses', 'bl'];saya tidak belanja online begitu kali coba simpel belanja tidur kamar malam belanja bukalapak mudah cari yg perlu bantu buat tagih belanja mo cari apaja skrg sll buka account bl sukses bl
Sandi Wahyudi;2;Untuk developer! Masih terdapat masalah pada saat masuk menu transaksi, kenapa setiap memasuki menu tersebut selalu restart app... Kasus pada sony z5 apakah ga bisa nge cover os yang dulu, sehingga app tersebut kurang kompatibel? Udah dilakukan - APK terupdate - Clear data/cache - Jaringan stabil - Akun sudah lama Sangat mengganggu sekali dalam pembelian barang di app BL, mohon perbaiki appnya...;0;0;0;0;-1;1;untuk developer! masih terdapat masalah pada saat masuk menu transaksi, kenapa setiap memasuki menu tersebut selalu restart app... kasus pada sony z5 apakah ga bisa nge cover os yang dulu, sehingga app tersebut kurang kompatibel? udah dilakukan - apk terupdate - clear data/cache - jaringan stabil - akun sudah lama sangat mengganggu sekali dalam pembelian barang di app bl, mohon perbaiki appnya...;untuk developer masih terdapat masalah pada saat masuk menu transaksi kenapa setiap memasuki menu tersebut selalu restart app kasus pada sony z apakah ga bisa nge cover os yang dulu sehingga app tersebut kurang kompatibel udah dilakukan apk terupdate clear data cache jaringan stabil akun sudah lama sangat mengganggu sekali dalam pembelian barang di app bl mohon perbaiki appnya;['untuk', 'developer', 'masih', 'terdapat', 'masalah', 'pada', 'saat', 'masuk', 'menu', 'transaksi', 'kenapa', 'setiap', 'memasuki', 'menu', 'tersebut', 'selalu', 'restart', 'app', 'kasus', 'pada', 'sony', 'z', 'apakah', 'ga', 'bisa', 'nge', 'cover', 'os', 'yang', 'dulu', 'sehingga', 'app', 'tersebut', 'kurang', 'kompatibel', 'udah', 'dilakukan', 'apk', 'terupdate', 'clear', 'data', 'cache', 'jaringan', 'stabil', 'akun', 'sudah', 'lama', 'sangat', 'mengganggu', 'sekali', 'dalam', 'pembelian', 'barang', 'di', 'app', 'bl', 'mohon', 'perbaiki', 'appnya'];['developer', 'masuk', 'menu', 'transaksi', 'memasuki', 'menu', 'restart', 'app', 'sony', 'z', 'ga', 'nge', 'cover', 'os', 'app', 'kompatibel', 'udah', 'apk', 'terupdate', 'clear', 'data', 'cache', 'jaringan', 'stabil', 'akun', 'mengganggu', 'pembelian', 'barang', 'app', 'bl', 'mohon', 'perbaiki', 'appnya'];['developer', 'masuk', 'menu', 'transaksi', 'memasuki', 'menu', 'restart', 'app', 'sony', 'z', 'tidak', 'nge', 'cover', 'os', 'app', 'kompatibel', 'sudah', 'apk', 'terupdate', 'clear', 'data', 'cache', 'jaringan', 'stabil', 'akun', 'mengganggu', 'pembelian', 'barang', 'app', 'bl', 'mohon', 'perbaiki', 'appnya'];['developer', 'masuk', 'menu', 'transaksi', 'pasuk', 'menu', 'restart', 'app', 'sony', 'z', 'tidak', 'nge', 'cover', 'os', 'app', 'kompatibel', 'sudah', 'apk', 'terupdate', 'clear', 'data', 'cache', 'jaring', 'stabil', 'akun', 'ganggu', 'beli', 'barang', 'app', 'bl', 'mohon', 'baik', 'appnya'];developer masuk menu transaksi pasuk menu restart app sony z tidak nge cover os app kompatibel sudah apk terupdate clear data cache jaring stabil akun ganggu beli barang app bl mohon baik appnya
SR Grafika Cellular;5;Semakin baik...yang saya paling suka adalah tak ada masalah yg tak selesai, Customer Service ramah baik dan cepat respon..meski pelanggan jutaan orang..sejauh ini hanya 1 yang menurut saya masih kurang, soal ongkir yang makin mahal..tpi ya its' okay lah masih ada vocher2 gratis dari pelapak ataupun programnya BL hehe..😘;1;0;0;-1;0;2;semakin baik...yang saya paling suka adalah tak ada masalah yg tak selesai, customer service ramah baik dan cepat respon..meski pelanggan jutaan orang..sejauh ini hanya 1 yang menurut saya masih kurang, soal ongkir yang makin mahal..tpi ya its' okay lah masih ada vocher2 gratis dari pelapak ataupun programnya bl hehe..😘;semakin baik yang saya paling suka adalah tak ada masalah yg tak selesai customer service ramah baik dan cepat respon meski pelanggan jutaan orang sejauh ini hanya yang menurut saya masih kurang soal ongkir yang makin mahal tpi ya its okay lah masih ada vocher gratis dari pelapak ataupun programnya bl hehe;['semakin', 'baik', 'yang', 'saya', 'paling', 'suka', 'adalah', 'tak', 'ada', 'masalah', 'yg', 'tak', 'selesai', 'customer', 'service', 'ramah', 'baik', 'dan', 'cepat', 'respon', 'meski', 'pelanggan', 'jutaan', 'orang', 'sejauh', 'ini', 'hanya', 'yang', 'menurut', 'saya', 'masih', 'kurang', 'soal', 'ongkir', 'yang', 'makin', 'mahal', 'tpi', 'ya', 'its', 'okay', 'lah', 'masih', 'ada', 'vocher', 'gratis', 'dari', 'pelapak', 'ataupun', 'programnya', 'bl', 'hehe'];['suka', 'yg', 'selesai', 'customer', 'service', 'ramah', 'cepat', 'respon', 'pelanggan', 'jutaan', 'orang', 'ongkir', 'mahal', 'tpi', 'ya', 'its', 'okay', 'vocher', 'gratis', 'pelapak', 'programnya', 'bl', 'hehe'];['suka', 'yg', 'selesai', 'customer', 'service', 'ramah', 'cepat', 'respon', 'pelanggan', 'jutaan', 'orang', 'ongkir', 'mahal', 'tpi', 'ya', 'its', 'okay', 'vocher', 'gratis', 'pelapak', 'programnya', 'bl', 'hehe'];['suka', 'yg', 'selesai', 'customer', 'service', 'ramah', 'cepat', 'respon', 'langgan', 'juta', 'orang', 'ongkir', 'mahal', 'tpi', 'ya', 'its', 'okay', 'vocher', 'gratis', 'lapak', 'program', 'bl', 'hehe'];suka yg selesai customer service ramah cepat respon langgan juta orang ongkir mahal tpi ya its okay vocher gratis lapak program bl hehe
mintonLover CH;2;aplikasi bukalapak sangat berat(lelet) saya bilang lelet krn disaat bersamaan buka aplikasi sejenis seperti shope dan tokopedua lancar2 aja. tp buat buka aplikasi ini sngat berat LOLA. notifikasi pesan juga tdk pernah muncul.;0;-1;0;0;0;1;aplikasi bukalapak sangat berat(lelet) saya bilang lelet krn disaat bersamaan buka aplikasi sejenis seperti shope dan tokopedua lancar2 aja. tp buat buka aplikasi ini sngat berat lola. notifikasi pesan juga tdk pernah muncul.;aplikasi bukalapak sangat berat lelet saya bilang lelet krn disaat bersamaan buka aplikasi sejenis seperti shope dan tokopedua lancar aja tp buat buka aplikasi ini sngat berat lola notifikasi pesan juga tdk pernah muncul;['aplikasi', 'bukalapak', 'sangat', 'berat', 'lelet', 'saya', 'bilang', 'lelet', 'krn', 'disaat', 'bersamaan', 'buka', 'aplikasi', 'sejenis', 'seperti', 'shope', 'dan', 'tokopedua', 'lancar', 'aja', 'tp', 'buat', 'buka', 'aplikasi', 'ini', 'sngat', 'berat', 'lola', 'notifikasi', 'pesan', 'juga', 'tdk', 'pernah', 'muncul'];['aplikasi', 'bukalapak', 'berat', 'lelet', 'bilang', 'lelet', 'krn', 'disaat', 'bersamaan', 'buka', 'aplikasi', 'sejenis', 'shope', 'tokopedua', 'lancar', 'aja', 'tp', 'buka', 'aplikasi', 'sngat', 'berat', 'lola', 'notifikasi', 'pesan', 'tdk', 'muncul'];['aplikasi', 'bukalapak', 'berat', 'lelet', 'bilang', 'lelet', 'karena', 'disaat', 'bersamaan', 'buka', 'aplikasi', 'sejenis', 'shope', 'tokopedua', 'lancar', 'saja', 'tapi', 'buka', 'aplikasi', 'sngat', 'berat', 'lola', 'notifikasi', 'pesan', 'tidak', 'muncul'];['aplikasi', 'bukalapak', 'berat', 'lelet', 'bilang', 'lelet', 'karena', 'saat', 'sama', 'buka', 'aplikasi', 'jenis', 'shope', 'tokopedua', 'lancar', 'saja', 'tapi', 'buka', 'aplikasi', 'sngat', 'berat', 'lola', 'notifikasi', 'pesan', 'tidak', 'muncul'];aplikasi bukalapak berat lelet bilang lelet karena saat sama buka aplikasi jenis shope tokopedua lancar saja tapi buka aplikasi sngat berat lola notifikasi pesan tidak muncul
Adi Lutfi;5;Bagus dan aman untuk pembelian,. menu aplikasi yg lengkap dan mudah untuk digunakan,. Penting donk untuk dpt benar benar gratis ongkir kyk lapak sebelah 🤭,. Sebagai masukan dan saran,. Jgn cuma promosinya yg gratis ongkir setelah masuk mau beli cuma ada potongan ongkir bukan gratis ongkir 😄;0;0;1;0;1;2;bagus dan aman untuk pembelian,. menu aplikasi yg lengkap dan mudah untuk digunakan,. penting donk untuk dpt benar benar gratis ongkir kyk lapak sebelah 🤭,. sebagai masukan dan saran,. jgn cuma promosinya yg gratis ongkir setelah masuk mau beli cuma ada potongan ongkir bukan gratis ongkir 😄;bagus dan aman untuk pembelian menu aplikasi yg lengkap dan mudah untuk digunakan penting donk untuk dpt benar benar gratis ongkir kyk lapak sebelah sebagai masukan dan saran jgn cuma promosinya yg gratis ongkir setelah masuk mau beli cuma ada potongan ongkir bukan gratis ongkir;['bagus', 'dan', 'aman', 'untuk', 'pembelian', 'menu', 'aplikasi', 'yg', 'lengkap', 'dan', 'mudah', 'untuk', 'digunakan', 'penting', 'donk', 'untuk', 'dpt', 'benar', 'benar', 'gratis', 'ongkir', 'kyk', 'lapak', 'sebelah', 'sebagai', 'masukan', 'dan', 'saran', 'jgn', 'cuma', 'promosinya', 'yg', 'gratis', 'ongkir', 'setelah', 'masuk', 'mau', 'beli', 'cuma', 'ada', 'potongan', 'ongkir', 'bukan', 'gratis', 'ongkir'];['bagus', 'aman', 'pembelian', 'menu', 'aplikasi', 'yg', 'lengkap', 'mudah', 'donk', 'dpt', 'gratis', 'ongkir', 'kyk', 'lapak', 'sebelah', 'masukan', 'saran', 'jgn', 'promosinya', 'yg', 'gratis', 'ongkir', 'masuk', 'beli', 'potongan', 'ongkir', 'gratis', 'ongkir'];['bagus', 'aman', 'pembelian', 'menu', 'aplikasi', 'yg', 'lengkap', 'mudah', 'donk', 'dapat', 'gratis', 'ongkir', 'kyk', 'lapak', 'sebelah', 'masukan', 'saran', 'jgn', 'promosinya', 'yg', 'gratis', 'ongkir', 'masuk', 'beli', 'potongan', 'ongkir', 'gratis', 'ongkir'];['bagus', 'aman', 'beli', 'menu', 'aplikasi', 'yg', 'lengkap', 'mudah', 'donk', 'dapat', 'gratis', 'ongkir', 'kyk', 'lapak', 'belah', 'masuk', 'saran', 'jgn', 'promosi', 'yg', 'gratis', 'ongkir', 'masuk', 'beli', 'potong', 'ongkir', 'gratis', 'ongkir'];bagus aman beli menu aplikasi yg lengkap mudah donk dapat gratis ongkir kyk lapak belah masuk saran jgn promosi yg gratis ongkir masuk beli potong ongkir gratis ongkir
Nurul Rizal;5;Saya sangat terbantu dengan adanya bukalapak saya lebih mudah berbelanja atau lebih mudah membeli paket prakerja. Terima kasih bukalapak. Buat tambahan. Perbanyak lagi mitra pembelajaran buat prakerja🙏🙏Saya sangat suka dan terbantu. Cara menerangkan dan memberi penjelasannya sangat mudah di pahami sehingga saya sendiri bisa mencoba untuk terjun menjadi freelancer;0;0;1;0;0;1;saya sangat terbantu dengan adanya bukalapak saya lebih mudah berbelanja atau lebih mudah membeli paket prakerja. terima kasih bukalapak. buat tambahan. perbanyak lagi mitra pembelajaran buat prakerja🙏🙏saya sangat suka dan terbantu. cara menerangkan dan memberi penjelasannya sangat mudah di pahami sehingga saya sendiri bisa mencoba untuk terjun menjadi freelancer;saya sangat terbantu dengan adanya bukalapak saya lebih mudah berbelanja atau lebih mudah membeli paket prakerja terima kasih bukalapak buat tambahan perbanyak lagi mitra pembelajaran buat prakerja saya sangat suka dan terbantu cara menerangkan dan memberi penjelasannya sangat mudah di pahami sehingga saya sendiri bisa mencoba untuk terjun menjadi freelancer;['saya', 'sangat', 'terbantu', 'dengan', 'adanya', 'bukalapak', 'saya', 'lebih', 'mudah', 'berbelanja', 'atau', 'lebih', 'mudah', 'membeli', 'paket', 'prakerja', 'terima', 'kasih', 'bukalapak', 'buat', 'tambahan', 'perbanyak', 'lagi', 'mitra', 'pembelajaran', 'buat', 'prakerja', 'saya', 'sangat', 'suka', 'dan', 'terbantu', 'cara', 'menerangkan', 'dan', 'memberi', 'penjelasannya', 'sangat', 'mudah', 'di', 'pahami', 'sehingga', 'saya', 'sendiri', 'bisa', 'mencoba', 'untuk', 'terjun', 'menjadi', 'freelancer'];['terbantu', 'bukalapak', 'mudah', 'berbelanja', 'mudah', 'membeli', 'paket', 'prakerja', 'terima', 'kasih', 'bukalapak', 'tambahan', 'perbanyak', 'mitra', 'pembelajaran', 'prakerja', 'suka', 'terbantu', 'menerangkan', 'penjelasannya', 'mudah', 'pahami', 'mencoba', 'terjun', 'freelancer'];['terbantu', 'bukalapak', 'mudah', 'berbelanja', 'mudah', 'membeli', 'paket', 'prakerja', 'terima', 'kasih', 'bukalapak', 'tambahan', 'perbanyak', 'mitra', 'pembelajaran', 'prakerja', 'suka', 'terbantu', 'menerangkan', 'penjelasannya', 'mudah', 'pahami', 'mencoba', 'terjun', 'freelancer'];['bantu', 'bukalapak', 'mudah', 'belanja', 'mudah', 'beli', 'paket', 'prakerja', 'terima', 'kasih', 'bukalapak', 'tambah', 'banyak', 'mitra', 'ajar', 'prakerja', 'suka', 'bantu', 'terang', 'jelas', 'mudah', 'paham', 'coba', 'terjun', 'freelancer'];bantu bukalapak mudah belanja mudah beli paket prakerja terima kasih bukalapak tambah banyak mitra ajar prakerja suka bantu terang jelas mudah paham coba terjun freelancer
Bolang 88;1;Berasa berat banget jalanin app nya padahal jaringan stabil tapi lemot banget setiap mau cari barang, bikin males dan ke ganggu banget,gak paham kenapa bisa bgtu di e-commerce sebelha lancar jaya padahal..;0;0;0;0;-1;1;berasa berat banget jalanin app nya padahal jaringan stabil tapi lemot banget setiap mau cari barang, bikin males dan ke ganggu banget,gak paham kenapa bisa bgtu di e-commerce sebelha lancar jaya padahal..;berasa berat banget jalanin app nya padahal jaringan stabil tapi lemot banget setiap mau cari barang bikin males dan ke ganggu banget gak paham kenapa bisa bgtu di e commerce sebelha lancar jaya padahal;['berasa', 'berat', 'banget', 'jalanin', 'app', 'nya', 'padahal', 'jaringan', 'stabil', 'tapi', 'lemot', 'banget', 'setiap', 'mau', 'cari', 'barang', 'bikin', 'males', 'dan', 'ke', 'ganggu', 'banget', 'gak', 'paham', 'kenapa', 'bisa', 'bgtu', 'di', 'e', 'commerce', 'sebelha', 'lancar', 'jaya', 'padahal'];['berasa', 'berat', 'banget', 'jalanin', 'app', 'nya', 'jaringan', 'stabil', 'lemot', 'banget', 'cari', 'barang', 'bikin', 'males', 'ganggu', 'banget', 'gak', 'paham', 'bgtu', 'e', 'commerce', 'sebelha', 'lancar', 'jaya'];['berasa', 'berat', 'banget', 'jalanin', 'app', 'nya', 'jaringan', 'stabil', 'lemot', 'banget', 'cari', 'barang', 'membuat', 'males', 'ganggu', 'banget', 'gak', 'paham', 'begitu', 'e', 'commerce', 'sebelha', 'lancar', 'jaya'];['asa', 'berat', 'banget', 'jalanin', 'app', 'nya', 'jaring', 'stabil', 'lot', 'banget', 'cari', 'barang', 'buat', 'males', 'ganggu', 'banget', 'gak', 'paham', 'begitu', 'e', 'commerce', 'sebelha', 'lancar', 'jaya'];asa berat banget jalanin app nya jaring stabil lot banget cari barang buat males ganggu banget gak paham begitu e commerce sebelha lancar jaya
Bang Maman S;3;Semakin kedepan, aplikasi bukalapak semakin buruk.. Sudah lemot, Pesan pun kalo nggak buka aplikasinya dulu nggak bakalan tau kalo ada pesan masuk.. Padahal izin notifikasi sudah di aktifkan. Sekarang nggak pernah lagi belanja di bukalpak..;0;-1;0;0;0;1;semakin kedepan, aplikasi bukalapak semakin buruk.. sudah lemot, pesan pun kalo nggak buka aplikasinya dulu nggak bakalan tau kalo ada pesan masuk.. padahal izin notifikasi sudah di aktifkan. sekarang nggak pernah lagi belanja di bukalpak..;semakin kedepan aplikasi bukalapak semakin buruk sudah lemot pesan pun kalo nggak buka aplikasinya dulu nggak bakalan tau kalo ada pesan masuk padahal izin notifikasi sudah di aktifkan sekarang nggak pernah lagi belanja di bukalpak;['semakin', 'kedepan', 'aplikasi', 'bukalapak', 'semakin', 'buruk', 'sudah', 'lemot', 'pesan', 'pun', 'kalo', 'nggak', 'buka', 'aplikasinya', 'dulu', 'nggak', 'bakalan', 'tau', 'kalo', 'ada', 'pesan', 'masuk', 'padahal', 'izin', 'notifikasi', 'sudah', 'di', 'aktifkan', 'sekarang', 'nggak', 'pernah', 'lagi', 'belanja', 'di', 'bukalpak'];['kedepan', 'aplikasi', 'bukalapak', 'buruk', 'lemot', 'pesan', 'kalo', 'nggak', 'buka', 'aplikasinya', 'nggak', 'tau', 'kalo', 'pesan', 'masuk', 'izin', 'notifikasi', 'aktifkan', 'nggak', 'belanja', 'bukalpak'];['kedepan', 'aplikasi', 'bukalapak', 'buruk', 'lemot', 'pesan', 'kalo', 'tidak', 'buka', 'aplikasinya', 'tidak', 'tau', 'kalo', 'pesan', 'masuk', 'izin', 'notifikasi', 'aktifkan', 'tidak', 'belanja', 'bukalpak'];['depan', 'aplikasi', 'bukalapak', 'buruk', 'lot', 'pesan', 'kalo', 'tidak', 'buka', 'aplikasi', 'tidak', 'tau', 'kalo', 'pesan', 'masuk', 'izin', 'notifikasi', 'aktif', 'tidak', 'belanja', 'bukalpak'];depan aplikasi bukalapak buruk lot pesan kalo tidak buka aplikasi tidak tau kalo pesan masuk izin notifikasi aktif tidak belanja bukalpak
